,kepid,koi_disposition
7113,10812504,FALSE POSITIVE
7116,10813132,CONFIRMED
7117,10813841,FALSE POSITIVE
7119,10815916,FALSE POSITIVE
7120,10816107,FALSE POSITIVE
7121,10817600,FALSE POSITIVE
7122,10842192,CONFIRMED
7123,10843203,FALSE POSITIVE
7125,10843590,CONFIRMED
7128,10845188,FALSE POSITIVE
7129,10847721,FALSE POSITIVE
7130,10847907,FALSE POSITIVE
7132,10848459,FALSE POSITIVE
7133,10849244,FALSE POSITIVE
7135,10854546,CONFIRMED
7136,10854555,CONFIRMED
7137,10854768,CONFIRMED
7139,10857342,FALSE POSITIVE
7140,10857519,CONFIRMED
7141,10857589,FALSE POSITIVE
7143,10858691,CONFIRMED
7144,10858737,FALSE POSITIVE
7145,10858785,FALSE POSITIVE
7146,10858803,FALSE POSITIVE
7147,10858832,CONFIRMED
7148,10861608,FALSE POSITIVE
7149,10861715,FALSE POSITIVE
7150,10862284,FALSE POSITIVE
7152,10863608,CONFIRMED
7153,10864531,CONFIRMED
7154,10864656,CONFIRMED
7157,10867017,FALSE POSITIVE
7159,10872983,CONFIRMED
7161,10873260,CONFIRMED
7162,10874215,CONFIRMED
7163,10874226,FALSE POSITIVE
7164,10874614,CONFIRMED
7165,10874926,FALSE POSITIVE
7167,10875245,CONFIRMED
7168,10875937,FALSE POSITIVE
7169,10876237,FALSE POSITIVE
7170,10877024,FALSE POSITIVE
7172,10878263,CONFIRMED
7173,10879038,CONFIRMED
7174,10879208,FALSE POSITIVE
7175,10879213,FALSE POSITIVE
7176,10879247,FALSE POSITIVE
7177,10879656,FALSE POSITIVE
7179,10880007,FALSE POSITIVE
7180,10880507,CONFIRMED
7181,10881457,CONFIRMED
7183,10904857,CONFIRMED
7184,10905239,CONFIRMED
7185,10905641,FALSE POSITIVE
7186,10905746,CONFIRMED
7187,10905911,CONFIRMED
7190,10908248,CONFIRMED
7191,10909127,CONFIRMED
7192,10909274,FALSE POSITIVE
7193,10910878,CONFIRMED
7194,10916600,CONFIRMED
7198,10920086,FALSE POSITIVE
7200,10920420,FALSE POSITIVE
7201,10920813,FALSE POSITIVE
7202,10922659,CONFIRMED
7203,10923260,FALSE POSITIVE
7204,10924340,FALSE POSITIVE
7205,10924400,FALSE POSITIVE
7206,10924562,CONFIRMED
7207,10924853,FALSE POSITIVE
7208,10925104,CONFIRMED
7209,10925113,FALSE POSITIVE
7213,10933561,CONFIRMED
7214,10934313,FALSE POSITIVE
7215,10934674,CONFIRMED
7216,10935310,FALSE POSITIVE
7218,10936427,FALSE POSITIVE
7219,10936786,FALSE POSITIVE
7220,10937029,CONFIRMED
7221,10937609,FALSE POSITIVE
7223,10958972,FALSE POSITIVE
7224,10960993,FALSE POSITIVE
7225,10960995,FALSE POSITIVE
7226,10963065,CONFIRMED
7227,10963242,CONFIRMED
7228,10964265,FALSE POSITIVE
7229,10964440,CONFIRMED
7230,10964747,FALSE POSITIVE
7231,10965008,CONFIRMED
7232,10965588,CONFIRMED
7233,10965740,FALSE POSITIVE
7234,10965963,FALSE POSITIVE
7236,10971674,FALSE POSITIVE
7237,10971944,FALSE POSITIVE
7239,10973583,FALSE POSITIVE
7240,10973664,CONFIRMED
7241,10973814,CONFIRMED
7242,10975146,CONFIRMED
7243,10976412,FALSE POSITIVE
7246,10978763,CONFIRMED
7247,10979716,FALSE POSITIVE
7249,10982373,FALSE POSITIVE
7250,10982872,CONFIRMED
7251,10984090,CONFIRMED
7252,10987439,FALSE POSITIVE
7253,10987985,CONFIRMED
7254,10989032,FALSE POSITIVE
7255,10989274,CONFIRMED
7257,10990886,CONFIRMED
7258,10990917,CONFIRMED
7260,10991239,FALSE POSITIVE
7263,10991989,FALSE POSITIVE
7264,10992011,FALSE POSITIVE
7265,10992733,FALSE POSITIVE
7267,11014932,CONFIRMED
7268,11015108,CONFIRMED
7269,11015323,CONFIRMED
7270,11017094,FALSE POSITIVE
7271,11017901,CONFIRMED
7272,11018648,CONFIRMED
7274,11019987,CONFIRMED
7275,11021252,FALSE POSITIVE
7280,11027270,FALSE POSITIVE
7281,11027624,CONFIRMED
7282,11027722,FALSE POSITIVE
7283,11029877,FALSE POSITIVE
7285,11030711,CONFIRMED
7286,11032227,CONFIRMED
7289,11037128,FALSE POSITIVE
7290,11037335,CONFIRMED
7291,11037511,CONFIRMED
7292,11037818,CONFIRMED
7293,11038580,FALSE POSITIVE
7294,11043136,FALSE POSITIVE
7295,11043167,CONFIRMED
7296,11044770,FALSE POSITIVE
7297,11044779,FALSE POSITIVE
7298,11044826,FALSE POSITIVE
7299,11045383,FALSE POSITIVE
7300,11046025,CONFIRMED
7301,11046458,CONFIRMED
7303,11046870,FALSE POSITIVE
7305,11069176,CONFIRMED
7308,11071207,FALSE POSITIVE
7311,11073223,FALSE POSITIVE
7312,11073238,FALSE POSITIVE
7313,11073351,CONFIRMED
7315,11074178,CONFIRMED
7316,11074541,CONFIRMED
7317,11074835,CONFIRMED
7319,11075429,CONFIRMED
7320,11075737,CONFIRMED
7321,11076176,FALSE POSITIVE
7322,11076276,FALSE POSITIVE
7323,11076279,FALSE POSITIVE
7325,11080405,CONFIRMED
7328,11081512,FALSE POSITIVE
7330,11086270,CONFIRMED
7331,11087662,FALSE POSITIVE
7332,11090556,CONFIRMED
7333,11090561,FALSE POSITIVE
7334,11090765,CONFIRMED
7336,11092040,FALSE POSITIVE
7338,11093335,FALSE POSITIVE
7339,11093538,FALSE POSITIVE
7341,11098004,FALSE POSITIVE
7343,11098573,FALSE POSITIVE
7345,11099109,FALSE POSITIVE
7346,11099351,FALSE POSITIVE
7348,11100383,CONFIRMED
7349,11100657,FALSE POSITIVE
7350,11100670,FALSE POSITIVE
7351,11121752,CONFIRMED
7352,11122894,CONFIRMED
7353,11124353,FALSE POSITIVE
7355,11124509,FALSE POSITIVE
7356,11124703,FALSE POSITIVE
7357,11125613,CONFIRMED
7359,11125936,FALSE POSITIVE
7360,11126381,CONFIRMED
7361,11127479,CONFIRMED
7363,11129258,CONFIRMED
7364,11129738,CONFIRMED
7365,11133306,CONFIRMED
7366,11134079,FALSE POSITIVE
7367,11134879,CONFIRMED
7368,11135119,FALSE POSITIVE
7369,11135308,CONFIRMED
7371,11137061,FALSE POSITIVE
7372,11137065,FALSE POSITIVE
7373,11137180,CONFIRMED
7376,11144439,FALSE POSITIVE
7379,11145726,FALSE POSITIVE
7380,11145831,FALSE POSITIVE
7381,11147276,FALSE POSITIVE
7382,11147460,FALSE POSITIVE
7384,11147814,FALSE POSITIVE
7385,11151677,FALSE POSITIVE
7386,11152159,FALSE POSITIVE
7388,11152950,FALSE POSITIVE
7389,11153121,CONFIRMED
7390,11153259,FALSE POSITIVE
7392,11153539,CONFIRMED
7393,11154043,FALSE POSITIVE
7394,11176127,CONFIRMED
7395,11176166,CONFIRMED
7396,11177543,CONFIRMED
7397,11177676,CONFIRMED
7398,11177707,CONFIRMED
7399,11179076,CONFIRMED
7406,11187436,CONFIRMED
7407,11187837,CONFIRMED
7409,11188249,FALSE POSITIVE
7410,11188254,FALSE POSITIVE
7411,11189127,FALSE POSITIVE
7412,11189311,CONFIRMED
7414,11192141,FALSE POSITIVE
7415,11192235,CONFIRMED
7416,11192998,CONFIRMED
7417,11193263,CONFIRMED
7418,11193447,FALSE POSITIVE
7419,11194032,CONFIRMED
7420,11197126,FALSE POSITIVE
7423,11198723,FALSE POSITIVE
7424,11199233,FALSE POSITIVE
7425,11199725,FALSE POSITIVE
7426,11200405,FALSE POSITIVE
7427,11200415,FALSE POSITIVE
7428,11200767,FALSE POSITIVE
7429,11200773,FALSE POSITIVE
7430,11228612,FALSE POSITIVE
7431,11231334,FALSE POSITIVE
7432,11232745,FALSE POSITIVE
7433,11233911,FALSE POSITIVE
7434,11234677,FALSE POSITIVE
7435,11235323,FALSE POSITIVE
7436,11236244,CONFIRMED
7437,11237332,FALSE POSITIVE
7438,11240948,FALSE POSITIVE
7440,11241814,FALSE POSITIVE
7441,11241912,CONFIRMED
7442,11242721,FALSE POSITIVE
7443,11243547,FALSE POSITIVE
7444,11244137,CONFIRMED
7446,11244682,CONFIRMED
7448,11246364,FALSE POSITIVE
7449,11249624,FALSE POSITIVE
7450,11250587,CONFIRMED
7451,11250867,FALSE POSITIVE
7452,11251058,FALSE POSITIVE
7454,11252617,FALSE POSITIVE
7456,11253827,CONFIRMED
7457,11254382,CONFIRMED
7458,11255231,FALSE POSITIVE
7459,11255761,FALSE POSITIVE
7460,11259686,CONFIRMED
7462,11283615,CONFIRMED
7464,11285136,FALSE POSITIVE
7465,11285625,FALSE POSITIVE
7466,11285870,CONFIRMED
7468,11287726,FALSE POSITIVE
7469,11288051,CONFIRMED
7471,11288505,CONFIRMED
7475,11294883,FALSE POSITIVE
7476,11295085,FALSE POSITIVE
7477,11295426,CONFIRMED
7478,11296045,FALSE POSITIVE
7480,11296437,FALSE POSITIVE
7482,11296798,FALSE POSITIVE
7483,11297236,CONFIRMED
7484,11298298,CONFIRMED
7486,11298815,FALSE POSITIVE
7487,11303322,CONFIRMED
7488,11303811,FALSE POSITIVE
7489,11303815,FALSE POSITIVE
7490,11304958,CONFIRMED
7491,11304987,FALSE POSITIVE
7493,11305996,FALSE POSITIVE
7494,11308499,CONFIRMED
7495,11336883,CONFIRMED
7497,11337141,CONFIRMED
7498,11337372,CONFIRMED
7499,11337566,CONFIRMED
7500,11337833,CONFIRMED
7503,11338918,FALSE POSITIVE
7507,11341314,FALSE POSITIVE
7508,11342416,CONFIRMED
7510,11342573,FALSE POSITIVE
7511,11348086,FALSE POSITIVE
7513,11348997,CONFIRMED
7515,11350389,FALSE POSITIVE
7519,11356260,CONFIRMED
7520,11356602,FALSE POSITIVE
7521,11357185,FALSE POSITIVE
7522,11357192,FALSE POSITIVE
7525,11358389,CONFIRMED
7526,11358392,FALSE POSITIVE
7527,11359305,FALSE POSITIVE
7528,11359879,CONFIRMED
7529,11360571,CONFIRMED
7530,11360805,CONFIRMED
7532,11361646,CONFIRMED
7533,11389771,CONFIRMED
7534,11390109,FALSE POSITIVE
7535,11391018,CONFIRMED
7536,11391181,FALSE POSITIVE
7538,11391667,FALSE POSITIVE
7540,11391957,CONFIRMED
7541,11392017,FALSE POSITIVE
7543,11392618,FALSE POSITIVE
7546,11394027,CONFIRMED
7548,11400356,FALSE POSITIVE
7549,11401182,CONFIRMED
7551,11401755,CONFIRMED
7552,11401767,CONFIRMED
7553,11401822,FALSE POSITIVE
7554,11401845,FALSE POSITIVE
7555,11401869,FALSE POSITIVE
7556,11402995,CONFIRMED
7557,11403044,CONFIRMED
7558,11403216,FALSE POSITIVE
7559,11403339,CONFIRMED
7560,11403389,CONFIRMED
7561,11403530,CONFIRMED
7564,11408935,FALSE POSITIVE
7565,11409698,FALSE POSITIVE
7566,11410904,CONFIRMED
7568,11413812,CONFIRMED
7570,11414465,CONFIRMED
7571,11414511,CONFIRMED
7572,11415243,CONFIRMED
7573,11442465,FALSE POSITIVE
7574,11442793,CONFIRMED
7576,11444514,CONFIRMED
7578,11444952,FALSE POSITIVE
7581,11446443,CONFIRMED
7583,11449696,FALSE POSITIVE
7584,11449844,CONFIRMED
7585,11449918,FALSE POSITIVE
7586,11450414,CONFIRMED
7588,11453592,CONFIRMED
7590,11455181,CONFIRMED
7591,11455428,CONFIRMED
7592,11455484,FALSE POSITIVE
7593,11455491,FALSE POSITIVE
7594,11455795,FALSE POSITIVE
7596,11456279,FALSE POSITIVE
7597,11456382,FALSE POSITIVE
7598,11456405,FALSE POSITIVE
7599,11456839,FALSE POSITIVE
7600,11457191,FALSE POSITIVE
7602,11457726,CONFIRMED
7603,11460018,CONFIRMED
7604,11460462,CONFIRMED
7605,11461433,CONFIRMED
7606,11461844,CONFIRMED
7608,11462556,FALSE POSITIVE
7610,11463211,FALSE POSITIVE
7611,11463950,FALSE POSITIVE
7612,11465651,CONFIRMED
7614,11465813,FALSE POSITIVE
7615,11465869,FALSE POSITIVE
7616,11465950,CONFIRMED
7617,11466960,FALSE POSITIVE
7619,11493431,CONFIRMED
7620,11493732,FALSE POSITIVE
7621,11494130,FALSE POSITIVE
7622,11495458,CONFIRMED
7623,11495766,FALSE POSITIVE
7625,11496490,FALSE POSITIVE
7626,11497958,CONFIRMED
7627,11497977,CONFIRMED
7628,11498128,CONFIRMED
7629,11499192,CONFIRMED
7630,11499228,CONFIRMED
7631,11499263,FALSE POSITIVE
7632,11499757,FALSE POSITIVE
7633,11501492,FALSE POSITIVE
7634,11501774,FALSE POSITIVE
7635,11502172,FALSE POSITIVE
7636,11502179,FALSE POSITIVE
7638,11502867,CONFIRMED
7639,11506235,FALSE POSITIVE
7641,11506938,FALSE POSITIVE
7642,11507101,CONFIRMED
7643,11508644,CONFIRMED
7644,11509504,CONFIRMED
7645,11512246,CONFIRMED
7647,11513441,FALSE POSITIVE
7648,11513486,CONFIRMED
7649,11516930,FALSE POSITIVE
7650,11517719,CONFIRMED
7651,11518142,CONFIRMED
7653,11519134,FALSE POSITIVE
7654,11519187,CONFIRMED
7655,11519226,FALSE POSITIVE
7659,11521048,FALSE POSITIVE
7660,11521793,CONFIRMED
7661,11546211,FALSE POSITIVE
7662,11547505,CONFIRMED
7663,11547513,CONFIRMED
7665,11548140,FALSE POSITIVE
7667,11551692,CONFIRMED
7668,11551715,FALSE POSITIVE
7669,11553598,FALSE POSITIVE
7670,11553706,FALSE POSITIVE
7671,11554435,CONFIRMED
7672,11558217,FALSE POSITIVE
7673,11558882,FALSE POSITIVE
7676,11560037,FALSE POSITIVE
7677,11560382,FALSE POSITIVE
7678,11560397,FALSE POSITIVE
7679,11560431,FALSE POSITIVE
7680,11560447,FALSE POSITIVE
7681,11560897,CONFIRMED
7682,11564013,FALSE POSITIVE
7684,11565903,FALSE POSITIVE
7685,11565924,CONFIRMED
7687,11566256,CONFIRMED
7688,11568224,FALSE POSITIVE
7689,11568987,CONFIRMED
7690,11569475,FALSE POSITIVE
7691,11569782,CONFIRMED
7693,11572193,CONFIRMED
7696,11599038,CONFIRMED
7697,11599264,FALSE POSITIVE
7698,11599800,FALSE POSITIVE
7701,11600889,CONFIRMED
7702,11601357,FALSE POSITIVE
7704,11601584,CONFIRMED
7705,11601597,FALSE POSITIVE
7709,11603298,FALSE POSITIVE
7710,11607176,FALSE POSITIVE
7711,11607193,FALSE POSITIVE
7712,11611275,CONFIRMED
7713,11611600,CONFIRMED
7714,11612241,FALSE POSITIVE
7715,11612280,CONFIRMED
7716,11614528,FALSE POSITIVE
7717,11614617,CONFIRMED
7720,11615481,FALSE POSITIVE
7722,11616200,FALSE POSITIVE
7724,11616596,FALSE POSITIVE
7725,11616631,FALSE POSITIVE
7726,11616663,FALSE POSITIVE
7728,11618601,CONFIRMED
7729,11618798,FALSE POSITIVE
7730,11619964,FALSE POSITIVE
7731,11621223,CONFIRMED
7732,11621897,FALSE POSITIVE
7733,11622600,CONFIRMED
7735,11623629,CONFIRMED
7736,11624249,CONFIRMED
7737,11649292,FALSE POSITIVE
7738,11650401,CONFIRMED
7740,11651105,FALSE POSITIVE
7742,11651712,CONFIRMED
7744,11654039,FALSE POSITIVE
7746,11656246,CONFIRMED
7747,11656302,FALSE POSITIVE
7748,11656721,CONFIRMED
7749,11656840,FALSE POSITIVE
7750,11656918,CONFIRMED
7753,11657891,CONFIRMED
7755,11661803,FALSE POSITIVE
7756,11662184,CONFIRMED
7757,11662440,FALSE POSITIVE
7758,11666881,CONFIRMED
7759,11667548,FALSE POSITIVE
7760,11669125,CONFIRMED
7761,11669239,CONFIRMED
7762,11670125,CONFIRMED
7763,11670599,FALSE POSITIVE
7764,11671429,FALSE POSITIVE
7765,11671579,CONFIRMED
7768,11673674,FALSE POSITIVE
7769,11673686,FALSE POSITIVE
7770,11673802,CONFIRMED
7772,11701407,CONFIRMED
7774,11704044,FALSE POSITIVE
7775,11705004,CONFIRMED
7776,11706658,FALSE POSITIVE
7777,11709006,FALSE POSITIVE
7778,11709022,FALSE POSITIVE
7779,11709124,CONFIRMED
7780,11709244,CONFIRMED
7781,11709423,FALSE POSITIVE
7783,11714231,CONFIRMED
7785,11718144,CONFIRMED
7786,11718389,CONFIRMED
7787,11720424,CONFIRMED
7789,11724091,FALSE POSITIVE
7790,11724094,FALSE POSITIVE
7791,11724210,FALSE POSITIVE
7792,11752632,CONFIRMED
7794,11752908,FALSE POSITIVE
7795,11754430,CONFIRMED
7796,11754553,CONFIRMED
7797,11756821,FALSE POSITIVE
7798,11757422,FALSE POSITIVE
7799,11757451,CONFIRMED
7800,11758544,CONFIRMED
7801,11760231,CONFIRMED
7802,11760860,CONFIRMED
7803,11760931,FALSE POSITIVE
7804,11760959,FALSE POSITIVE
7805,11761199,FALSE POSITIVE
7806,11763910,FALSE POSITIVE
7807,11764462,CONFIRMED
7808,11768142,CONFIRMED
7809,11768970,FALSE POSITIVE
7810,11769146,FALSE POSITIVE
7812,11769801,FALSE POSITIVE
7813,11769890,CONFIRMED
7814,11771430,CONFIRMED
7815,11773022,CONFIRMED
7819,11774303,FALSE POSITIVE
7820,11774383,FALSE POSITIVE
7821,11774387,FALSE POSITIVE
7822,11774991,CONFIRMED
7823,11775507,FALSE POSITIVE
7824,11775530,FALSE POSITIVE
7825,11802615,CONFIRMED
7828,11804465,CONFIRMED
7829,11804952,FALSE POSITIVE
7831,11807274,CONFIRMED
7834,11811193,CONFIRMED
7836,11811454,FALSE POSITIVE
7837,11812062,CONFIRMED
7838,11812199,FALSE POSITIVE
7839,11817750,FALSE POSITIVE
7841,11818607,CONFIRMED
7843,11818872,CONFIRMED
7844,11819135,FALSE POSITIVE
7846,11820830,FALSE POSITIVE
7847,11821363,CONFIRMED
7848,11823054,CONFIRMED
7849,11824218,FALSE POSITIVE
7852,11824786,CONFIRMED
7853,11825057,FALSE POSITIVE
7855,11826400,FALSE POSITIVE
7856,11852982,CONFIRMED
7858,11853255,CONFIRMED
7859,11853878,CONFIRMED
7860,11853905,CONFIRMED
7861,11854061,FALSE POSITIVE
7863,11855538,FALSE POSITIVE
7865,11858541,FALSE POSITIVE
7866,11858741,FALSE POSITIVE
7867,11858748,FALSE POSITIVE
7868,11858979,FALSE POSITIVE
7870,11860395,CONFIRMED
7871,11867071,FALSE POSITIVE
7872,11867608,FALSE POSITIVE
7873,11867733,FALSE POSITIVE
7874,11868122,FALSE POSITIVE
7876,11869052,FALSE POSITIVE
7878,11872139,FALSE POSITIVE
7880,11873166,FALSE POSITIVE
7881,11873171,FALSE POSITIVE
7882,11874338,FALSE POSITIVE
7883,11874577,CONFIRMED
7884,11875511,FALSE POSITIVE
7885,11875734,CONFIRMED
7886,11904151,CONFIRMED
7890,11905011,CONFIRMED
7893,11906217,FALSE POSITIVE
7894,11909686,FALSE POSITIVE
7895,11909839,FALSE POSITIVE
7897,11911561,FALSE POSITIVE
7898,11911580,FALSE POSITIVE
7900,11912911,FALSE POSITIVE
7901,11912916,FALSE POSITIVE
7902,11912932,FALSE POSITIVE
7903,11912941,FALSE POSITIVE
7904,11912987,FALSE POSITIVE
7905,11913012,FALSE POSITIVE
7906,11913013,FALSE POSITIVE
7907,11913052,FALSE POSITIVE
7908,11913071,FALSE POSITIVE
7909,11913072,FALSE POSITIVE
7910,11913073,FALSE POSITIVE
7911,11918099,CONFIRMED
7912,11918482,FALSE POSITIVE
7913,11918793,FALSE POSITIVE
7914,11922290,FALSE POSITIVE
7915,11922648,FALSE POSITIVE
7916,11922678,FALSE POSITIVE
7917,11922722,FALSE POSITIVE
7919,11922782,FALSE POSITIVE
7920,11923074,FALSE POSITIVE
7922,11923270,CONFIRMED
7923,11923284,CONFIRMED
7924,11923819,FALSE POSITIVE
7925,11924426,FALSE POSITIVE
7926,11954842,CONFIRMED
7927,11955499,FALSE POSITIVE
7928,11959569,FALSE POSITIVE
7930,11960862,CONFIRMED
7931,11962284,CONFIRMED
7932,11963206,CONFIRMED
7933,11966253,FALSE POSITIVE
7934,11966557,FALSE POSITIVE
7936,11966668,FALSE POSITIVE
7937,11967004,FALSE POSITIVE
7939,11967872,FALSE POSITIVE
7940,11968463,CONFIRMED
7941,11968490,FALSE POSITIVE
7942,11968513,FALSE POSITIVE
7943,11968514,FALSE POSITIVE
7944,11969092,FALSE POSITIVE
7945,11969988,FALSE POSITIVE
7947,11970288,FALSE POSITIVE
7949,11972666,FALSE POSITIVE
7950,11972872,FALSE POSITIVE
7952,11974540,CONFIRMED
7953,11975363,FALSE POSITIVE
7954,12004656,FALSE POSITIVE
7955,12004679,FALSE POSITIVE
7956,12004680,FALSE POSITIVE
7957,12004689,FALSE POSITIVE
7958,12004971,FALSE POSITIVE
7960,12008872,CONFIRMED
7961,12008916,FALSE POSITIVE
7962,12009347,FALSE POSITIVE
7964,12010534,FALSE POSITIVE
7965,12012439,FALSE POSITIVE
7966,12012872,FALSE POSITIVE
7967,12013615,FALSE POSITIVE
7969,12016267,FALSE POSITIVE
7970,12017109,CONFIRMED
7971,12017140,FALSE POSITIVE
7972,12019440,CONFIRMED
7973,12020218,CONFIRMED
7974,12020329,CONFIRMED
7976,12021387,FALSE POSITIVE
7977,12021625,CONFIRMED
7978,12021811,FALSE POSITIVE
7979,12021943,FALSE POSITIVE
7980,12022517,FALSE POSITIVE
7981,12022718,FALSE POSITIVE
7982,12023078,FALSE POSITIVE
7983,12023089,FALSE POSITIVE
7984,12024120,CONFIRMED
7985,12053823,FALSE POSITIVE
7986,12055539,CONFIRMED
7987,12056139,CONFIRMED
7988,12058147,CONFIRMED
7989,12058204,CONFIRMED
7990,12058931,CONFIRMED
7991,12061096,FALSE POSITIVE
7992,12061222,CONFIRMED
7993,12061238,FALSE POSITIVE
7995,12062660,FALSE POSITIVE
7996,12062667,FALSE POSITIVE
7997,12066335,CONFIRMED
7998,12066569,CONFIRMED
8001,12068975,CONFIRMED
8002,12069319,FALSE POSITIVE
8003,12069414,FALSE POSITIVE
8004,12070811,CONFIRMED
8005,12071006,FALSE POSITIVE
8006,12071037,FALSE POSITIVE
8013,12105785,FALSE POSITIVE
8014,12106875,FALSE POSITIVE
8015,12106929,FALSE POSITIVE
8016,12106934,FALSE POSITIVE
8017,12107008,FALSE POSITIVE
8018,12107021,FALSE POSITIVE
8019,12108293,FALSE POSITIVE
8020,12108312,FALSE POSITIVE
8021,12108364,FALSE POSITIVE
8023,12109845,FALSE POSITIVE
8024,12110786,FALSE POSITIVE
8026,12110942,CONFIRMED
8027,12115188,FALSE POSITIVE
8028,12116380,CONFIRMED
8029,12116489,CONFIRMED
8030,12117215,FALSE POSITIVE
8031,12120307,CONFIRMED
8032,12120484,CONFIRMED
8034,12121118,FALSE POSITIVE
8035,12121470,FALSE POSITIVE
8036,12121570,CONFIRMED
8038,12154526,CONFIRMED
8039,12156174,CONFIRMED
8040,12156347,CONFIRMED
8041,12156805,FALSE POSITIVE
8043,12157983,FALSE POSITIVE
8044,12159249,CONFIRMED
8045,12164564,CONFIRMED
8046,12164634,FALSE POSITIVE
8047,12164751,FALSE POSITIVE
8048,12164770,FALSE POSITIVE
8049,12165063,FALSE POSITIVE
8050,12167361,FALSE POSITIVE
8054,12170648,FALSE POSITIVE
8057,12206313,CONFIRMED
8058,12207117,FALSE POSITIVE
8060,12208887,FALSE POSITIVE
8061,12216278,FALSE POSITIVE
8062,12216706,FALSE POSITIVE
8063,12217907,FALSE POSITIVE
8065,12251779,FALSE POSITIVE
8066,12252424,CONFIRMED
8067,12252732,FALSE POSITIVE
8070,12253534,FALSE POSITIVE
8072,12254378,CONFIRMED
8074,12254792,CONFIRMED
8075,12254909,CONFIRMED
8076,12255382,FALSE POSITIVE
8077,12256520,CONFIRMED
8078,12257851,FALSE POSITIVE
8079,12257886,FALSE POSITIVE
8081,12265150,FALSE POSITIVE
8084,12266636,CONFIRMED
8085,12268220,FALSE POSITIVE
8087,12301181,CONFIRMED
8088,12302391,FALSE POSITIVE
8089,12302530,CONFIRMED
8090,12304202,FALSE POSITIVE
8092,12306058,CONFIRMED
8093,12306699,FALSE POSITIVE
8094,12306808,FALSE POSITIVE
8096,12314973,CONFIRMED
8097,12316431,FALSE POSITIVE
8098,12316447,FALSE POSITIVE
8101,12351927,FALSE POSITIVE
8102,12352520,CONFIRMED
8103,12353633,FALSE POSITIVE
8104,12353720,FALSE POSITIVE
8105,12356617,CONFIRMED
8106,12356746,FALSE POSITIVE
8107,12356914,FALSE POSITIVE
8108,12365000,FALSE POSITIVE
8109,12365015,FALSE POSITIVE
8110,12365184,CONFIRMED
8111,12366084,CONFIRMED
8112,12366681,FALSE POSITIVE
8113,12367017,FALSE POSITIVE
8114,12367310,FALSE POSITIVE
8115,12367464,FALSE POSITIVE
8116,12400538,CONFIRMED
8119,12401863,CONFIRMED
8121,12403119,CONFIRMED
8122,12403968,FALSE POSITIVE
8123,12404086,CONFIRMED
8124,12404305,CONFIRMED
8125,12404954,CONFIRMED
8126,12405333,CONFIRMED
8127,12405436,FALSE POSITIVE
8128,12405950,FALSE POSITIVE
8129,12406749,CONFIRMED
8130,12406807,CONFIRMED
8131,12407623,FALSE POSITIVE
8133,12416661,CONFIRMED
8136,12417572,FALSE POSITIVE
8138,12418662,FALSE POSITIVE
8139,12418724,CONFIRMED
8140,12418816,FALSE POSITIVE
8141,12418891,FALSE POSITIVE
8142,12419303,FALSE POSITIVE
8143,12453581,CONFIRMED
8144,12453855,FALSE POSITIVE
8145,12454461,CONFIRMED
8148,12456601,CONFIRMED
8151,12459725,FALSE POSITIVE
8152,12459731,FALSE POSITIVE
8153,12459808,FALSE POSITIVE
8154,12459913,CONFIRMED
8155,12469800,CONFIRMED
8156,12470041,FALSE POSITIVE
8157,12470530,FALSE POSITIVE
8158,12470844,CONFIRMED
8159,12470954,CONFIRMED
8160,12504353,FALSE POSITIVE
8161,12504988,FALSE POSITIVE
8162,12505076,CONFIRMED
8163,12505503,CONFIRMED
8165,12505654,CONFIRMED
8166,12506342,FALSE POSITIVE
8167,12506351,FALSE POSITIVE
8168,12506417,FALSE POSITIVE
8169,12506770,CONFIRMED
8171,12508335,FALSE POSITIVE
8174,12554051,FALSE POSITIVE
8178,12555140,FALSE POSITIVE
8180,12557548,CONFIRMED
8181,12557713,FALSE POSITIVE
8182,12600735,CONFIRMED
8184,12602568,CONFIRMED
8186,12643582,FALSE POSITIVE
8187,12643589,FALSE POSITIVE
8188,12644020,FALSE POSITIVE
8189,12644769,FALSE POSITIVE
8190,12644774,FALSE POSITIVE
8191,12644822,CONFIRMED
8193,12645262,FALSE POSITIVE
8194,12645761,FALSE POSITIVE
8195,12647110,FALSE POSITIVE
8199,12691412,FALSE POSITIVE
8202,12735740,CONFIRMED
8204,12735830,CONFIRMED
8205,12736658,FALSE POSITIVE
8207,12784167,CONFIRMED
8208,12785320,CONFIRMED
8209,12833566,FALSE POSITIVE
8210,12834874,CONFIRMED
8211,12835139,FALSE POSITIVE
8212,12885212,FALSE POSITIVE
8213,12935144,FALSE POSITIVE
